1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
2013121701,1
2013121702,1
2014010801,1
2014010802,1
2014010803,1
2014010804,1
2014012001,1
2014012101,1
2014012701,1
2014012802,1
2014012803,1
2014013101,1
2014020401,1
2014021001,1
2014021301,1
2014021401,1
2014021701,1
2014021901,1
2014021902,1
2014021903,1
2014021904,1
2014021905,1
2014022101,1
2014022601,1
2014022701,1
2014022702,1
2014022801,1
2014022802,1
2014030101,1
2014030102,1
2014030301,1
2014030302,1
2014030303,1
2014030304,1
2014030401,1
2014030402,1
2014030403,1
2014030601,1
2014030602,1
2014030603,1
2014030604,1
2014030605,1
2014030606,1
2014030607,1
2014030801,1
2014031301,1
2014031302,1
2014031303,1
2014031304,1
2014031306,1
2014031307,1
2014031308,1
2014031309,1
2014031310,1
2014031311,1
2014031312,1
2014031313,1
2014031314,1
2014031315,1
2014031401,1
2014031402,1
2014031801,1
2014031802,1
2014031902,1
2014031903,1
2014032001,1
2014032002,1
2014032003,1
2014032004,1
2014032501,1
2014032503,1
2014032601,1
2014032602,1
2014032701,1
2014032702,1
2014032703,1
2014032704,1
2014032705,1
2014033101,1
2014033102,1
2014040101,1
2014040102,1
2014040103,1
2014040104,1
2014040105,1
2014040106,1
2014040107,1
2014040201,1
2014040202,1
2014040301,1
2014040402,1
2014040701,1
2014040702,1
2014040703,1
2014040704,1
2014040801,1
2014040901,1
2014041001,1
2014041101,1
2014041102,1
2014041103,1
2014041201,1
2014041401,1
2014041502,1
2014041503,1
2014041504,1
2014041505,1
2014041506,1
2014041601,1
2014041602,1
2014041603,1
2014041801,1
2014041802,1
2014041901,1
2014042101,1
2014042102,1
2014042103,1
2014042104,1
2014042105,1
2014042106,1
2014042201,1
2014042202,1
2014042203,1
2014042204,1
2014042205,1
2014042206,1
2014042207,1
2014042208,1
2014042209,1
2014042301,1
2014042302,1
2014042303,1
2014042304,1
2014042305,1
2014042306,1
2014042401,1
2014042402,1
2014042403,1
2014042404,1
2014042501,1
2014042801,1
2014042802,1
2014042803,1
2014042804,1
2014042805,1
A1401,1
A1402,1
A1403,1
A1404,1
A1405,1
A1406,1
A1407,1
A1408,1
A1409,1
A1410,1
A1411,1
A1412,1
A1413,1
A1414,1
A1415,1
A1416,1
A1417,1
A1418,1
A1419,1
A1420,1
A1421,1
A1422,1
A1423,1
A1424,1
A1425,1
A1426,1
A1427,1
A1428,1
A1429,1
A1430,1
A1431,1
A1432,1
A1433,1
A1434,1
A1435,1
A1436,1
A1437,1
A1438,1
A1439,1
A1440,1
A1441,1
A1442,1
A1443,1
A1444,1
A1445,1
A1446,1
A1447,1
A1448,1
A1449,1
A1450,1
A1451,1
A1452,1
A1453,1
A1454,1
A1455,1
A1456,1
A1457,1
A1458,1
A1459,1
A1460,1
A1461,1
A1462,1
A1463,1
A1464,1
A1465,1
A1466,1
A1467,1
A1468,1
A1469,1
A1470,1
A1471,1
A1472,1
A1473,1
A1474,1
A1475,1
A1476,1
A1477,1
A1478,1
A1479,1
A1480,1
A1481,1
A1482,1
A1483,1
A1484,1
A1485,1
A1486,1
A1487,1
A1488,1
A1489,1
A1490,1
A1491,1
A1492,1
A1493,1
A1494,1
A1495,1
A1496,1
A1497,1
A1498,1
A1499,1
A1501,1
A1502,1
A1503,1
A1504,1
A1505,1
A1506,1
A1507,1
A1508,1
A1509,1
A1510,1
A1511,1
A1512,1
A1513,1
A1514,1
A1515,1
A1516,1
A1517,1
A1518,1
A1519,1
A1520,1
A1521,1
A1522,1
A1523,1
A1524,1
A1525,1
A1526,1
A1527,1
A1528,1
A1529,1
A1530,1
A1531,1
A1532,1
A1533,1
A1534,1
A1535,1
A1536,1
A1537,1
A1538,1
A1539,1
A1540,1
A1541,1
A1542,1
A1543,1
A1544,1
A1545,1
A1546,1
A1547,1
A1548,1
A1549,1
A1550,1
A1551,1
A1552,1
A1553,1
A1554,1
A1555,1
A1556,1
A1557,1
A1558,1
A1559,1
A1560,1
A1561,1
A1562,1
A1563,1
A1564,1
A1565,1
A1566,1
A1567,1
A1568,1
A1569,1
A1571,1
A1572,1
A1573,1
A1574,1
A1575,1
A1576,1
A1577,1
A1578,1
A1579,1
A1580,1
A1581,1
A1582,1
A1583,1
A1584,1
A1585,1
A1586,1
A1587,1
A1588,1
A1589,1
A1590,1
A1591,1
A1592,1
A1593,1
A1594,1
A1595,1
A1596,1
A1597,1
A1598,1
A1599,1
A1601,1
A1602,1
A1603,1
A1604,1
A1605,1
A1606,1
A1607,1
A1608,1
A1609,1
A1610,1
A1611,1
A1612,1
A1613,719
A1614,1
A1615,1
A1616,1
A1617,1
A1618,1
A1619,1
A1620,1
A1621,1
A1622,1
A1623,1
A1624,1
A1625,1
A1626,1
A1627,1
A1628,1
A1629,1
A1630,1
A1631,1
A1632,1
A1633,1
A1634,1
A1635,1
A1636,1
A1637,1
A1638,1
A1639,1
A1640,1
A1641,1
A1642,1
A1643,1
